"","TG.50.3","TG.50.4","TG.50.5","TG.50.6","TG.51.0","TG.51.1","TG.51.2","TG.51.3","TG.52.0","TG.52.1","TG.52.2","TG.52.3","TG.52.4","TG.52.5","TG.52.6","TG.52.7","TG.53.2","TG.53.3","TG.54.1","TG.54.10","TG.54.2","TG.54.3","TG.54.4","TG.54.5","TG.54.6","TG.54.7","TG.54.8","TG.54.9","TG.55.2","TG.55.3","TG.56.1","TG.56.10","TG.56.2","TG.56.3","TG.56.4","TG.56.5","TG.56.6","TG.56.7","TG.56.8","TG.56.9","TG.58.10","TG.58.11","TG.58.6","TG.58.8","TG.58.9","TG.60.12","Cotinine.N.oxide","X4.Aminohippuric.acid","Tyramine","X3.Methoxytyramine","N.Acetyl.D.galactosamine","X7.Methyladenine","X1.Methylguanine","X7.Methylguanine","X1.Methyladenosine","X1.Methylguanosine","Adenosine","N2.N2.Dimethylguanosine","Allopurinol","Deoxycytidine"
"1",6.94969418895316,6.9476163643264,6.88615480929137,6.86142385398002,6.89981786865622,6.87740234017716,6.93380297075343,6.89109523093641,6.8928937398733,7.01035313958031,7.07731908426155,6.9352434780894,6.72775085672453,6.77695339213973,6.83729781848991,6.84633423782212,6.98370522862517,6.95914084294399,6.98200940026667,6.94313988258429,7.15813550668012,7.19709817944143,7.00283799454652,6.84468771815304,6.78863138289751,6.80141744203479,6.8708928306409,6.82663460631213,6.96729499140564,7.02044325720841,6.94256097084654,6.77408096441625,7.02347774844867,7.20460874529027,7.0727728067175,6.90385261854629,6.92782958536813,6.90574591649255,6.80361868046013,6.83266945258502,6.74621883569213,6.73683342482865,7.00722995189793,6.99158657505769,6.90622204793556,6.75482874968834,6.9910206918283,6.97984909092449,6.97629284293524,6.97914866272556,6.97146822717373,6.94478761681587,6.9778247961923,6.96321876309111,6.97369422826904,6.97615937397909,6.85111792834734,6.98254587935516,6.97816755782572,6.97666021978151
"2",7.0090488185444,7.02931811864964,7.00648557766393,6.98960491924989,6.9689718898851,6.91707873453066,6.94037954386462,6.95597741825898,6.96982633100141,7.08519392489937,7.13385564157377,7.06810640546864,6.95936751396014,7.02898975866118,7.01480574702467,7.00497485421195,6.99576183365086,6.96059011023831,7.10404853294145,7.01448379463314,7.13173963272749,7.10467638388642,7.05554129091867,7.0744924757043,6.99965518689764,7.03221522402833,7.04439337605935,7.01998877358974,7.04423703810293,7.01957357786272,7.06906655019867,7.03190470122192,7.15861570491342,7.12818986789172,7.10188252871568,7.07402903634519,7.04721594658071,7.06581342519162,7.05193125496181,7.05731631069501,7.03690677995029,7.06702326574451,7.07331958700837,7.03299180750093,7.01334288002876,7.14271364572342,7.00655899152665,6.97107830564241,6.97904869022863,6.97788053610194,6.97114714771509,6.96741320830156,6.9697339617298,6.95843371907178,6.9598331447555,6.96138335516691,6.8770131347487,6.9819349707986,6.97858252837129,6.9851241300836
"3",6.86246434791516,6.87108588677393,6.91228784846515,6.96141322045006,6.93414579012118,6.93887116037307,6.92899093792723,6.88146947743157,6.9723221950434,6.94891507337916,6.95250047191722,6.90238555233681,6.8390835518449,6.89040198224921,6.9510176718557,6.99311883434523,6.92026053884463,6.91118762306368,6.94205543112874,6.93750694737464,6.93738954609154,6.95579519572066,6.91932903005517,7.0501060109682,6.9776219268817,7.00382925616935,7.06188393759458,7.08305001855497,6.92549361033247,6.9298151625691,6.93462048784926,7.18566022596143,6.91828884898421,6.9176965270741,6.93028974585678,7.01704075938252,7.01365365487436,6.99243848358259,7.0307895364068,7.11046596069783,7.08765781917506,7.20277708378167,7.0101912626356,7.02365146547327,7.00161718934517,7.19542940128906,7.00765468806384,6.97337080377476,6.97663003630141,6.97672762777936,6.98445873134181,6.97153753036977,6.98469863395708,6.97806898791512,6.97711009830661,6.99173508847332,6.83257222274748,6.97718943470256,6.97751712626966,6.97795891371187
"4",6.96101282285189,6.93735833195073,6.92011126279172,6.90907492185347,6.89604562022947,6.90569781644627,6.89320225802335,6.88307394420569,6.88964876114593,6.84833116330502,6.88218497771021,6.88657064508975,6.95367776231408,6.95875969890585,6.93349421818919,6.88781278707371,6.86860302057383,6.88581394917142,6.90177824272799,6.97271610511414,6.85717854033825,6.91397450308615,6.94134044701139,6.81537825749048,6.89624713927106,6.90552462237368,6.87411949582079,6.86927970645382,6.90268021609258,6.91144988999543,6.92762616041182,6.83839219337381,6.93132864085558,6.90975490776161,6.92203188471076,6.80694329692606,6.85944261084147,6.8434039028698,6.89363367530023,6.85145441716211,6.87012323577802,6.85418946151929,6.86758215740761,6.89346269872126,6.91401195835229,6.7300090148825,7.00713985240421,6.97587409631617,6.97629960790427,6.97383348157324,6.96925121682434,6.97688478878536,6.96691872108138,6.96195245109013,6.96902720412791,6.95243340342322,6.82140210681184,6.9762212195187,6.97720888197816,6.96580346150196
"5",6.99435099274211,7.0309835189983,6.94217330139046,6.8991404537773,6.93934442460252,6.9056533895057,6.97922112510804,6.94933880741214,6.92542026531261,7.04578435137331,7.09282399187236,6.98743872816211,6.78319965941103,6.85165230412527,6.90554873473301,6.88268258202384,7.00571682411166,6.94976353136335,6.99847510721022,6.98286656272074,7.13196047869875,7.15432811608053,6.97062899940778,6.90508168148638,6.80791718140061,6.84186010746462,6.89327965689378,6.84004360509138,6.9983678039158,7.01841401392057,6.97740442445569,6.77531925195872,7.02070645586872,7.12834256084357,7.04083386670338,6.9285230361525,6.87750439908467,6.87401105899702,6.79664802863123,6.84415368139019,6.72341771443769,6.70191575167625,6.9259709919327,6.88459655360712,6.81067772046817,6.68739663776293,6.95149650271342,6.97948646807678,6.97496365036874,6.9708667131771,6.97103741636388,6.96567458819621,6.97263562355768,6.96147370805621,6.96519528067733,6.96811986590013,6.81848832002011,6.97152270687709,6.97830165679006,6.96941520659066
"6",7.15240688038237,7.17703507892928,7.19765736085572,7.17426358849409,6.93494474907796,6.94259144292676,6.96120360914924,7.07435166688399,6.89326227718616,6.93864459462341,7.02142191270427,7.1247617697647,7.22719754029202,7.24531764773729,7.25503618793332,7.22931563062499,6.99786277276364,7.00755696586968,6.92416859132537,7.08589057662861,6.96176031350918,7.03509481777959,7.11906332173878,7.09722106383445,7.13072175809656,7.19332949537592,7.20330734058681,7.19458533071759,6.98046054816222,7.01429634435174,6.93795452216571,7.25065024951656,6.94164938359081,6.95369248708796,7.00541222497634,6.99182852709331,7.02004452146417,7.06033060037992,7.12423581993315,7.17075923493301,7.12343497787287,7.22648303972721,6.93158023778364,6.99811419898178,7.05891541990361,7.07202351237174,7.10590594911876,6.96688972823211,6.97552960710156,6.97931850883636,6.98461031347797,6.96390029801149,6.98013044138988,6.97284419342881,6.99026016332933,6.98008651771555,7.34219732457,6.97680277747195,6.97897661699347,6.96172068595741
"7",6.90333284179174,6.89754336472911,6.99362883618285,7.04339495005698,6.91308817903105,6.92173574514096,6.92020181192558,6.9472620867207,6.90036519017441,7.03863142765578,6.87752680765195,6.96441911314935,6.93396531211345,6.94754146250838,6.97299064927886,7.03901046345533,7.00271313932331,6.92531362193295,6.95091083602893,7.08733845009527,7.06567790567205,6.98490155314223,6.99331335651722,7.25747882793713,7.16146475119734,7.03921962043838,7.00489774015651,7.07430321022562,7.0015634286006,7.02133968936649,6.96257167135237,7.05708434627496,6.98890499763603,7.03024064424901,7.08530069163501,7.11683906163188,7.22746584032062,7.20746525132095,7.19222757814038,7.12382541257522,7.32899804280122,7.13439325916151,7.36021102937295,7.23601365235217,7.19208900549906,7.37498889401217,6.94089387073525,6.97005781987958,6.97821307178009,6.97728790027694,6.96503669303712,6.97650791344672,6.98516362697386,6.97526673245325,6.97707737674023,7.00475071492432,6.86748164012147,7.0058287054267,6.97578892641814,6.97469245917527
"8",6.90075765909865,6.87264347921029,6.96516258361175,7.01792272075059,7.05333565601526,7.02993675489678,6.97326274039222,6.9088438874933,7.14412958639186,6.82939132664081,6.81645343366353,6.90756594038551,7.02392056930855,6.9859406917618,6.96255780616316,7.01105213741948,6.89479133602226,6.96631663358937,6.90757915606497,6.90499792287842,6.70148261044917,6.69110584410727,6.8631814288472,6.96497195195967,7.05272041179505,6.96662936325409,6.95084720942465,7.03231174256191,6.91096375675716,6.86045480908654,6.97355102056786,7.01968850317308,6.87010436591194,6.6851897352081,6.74363490141153,6.97846843273339,6.94278004434414,6.95157398574273,6.97870687985191,6.96604202593339,7.00321274446756,6.98616370348813,6.84898631454345,6.89179075949622,6.94373319135846,6.95201547587773,7.02278283008551,6.97459615313017,6.97781343284875,6.9784000235963,6.9973507593825,6.99145252913098,6.97605061909593,6.97143402554112,6.988845520886,6.97455728521651,7.02379755337706,6.97009269104189,6.97783682609845,6.9740117633493
"9",6.82621662822344,6.82828769302733,6.91649525008441,6.9829527329892,6.86400991505408,6.90613165862354,6.88243674705381,6.83237576078816,6.86517659617342,6.88342060850881,6.8385138906337,6.85880473402271,6.85191962973858,6.87845530644094,6.96512849690767,7.02511581685525,6.84186978116369,6.86785226478138,6.8950746874233,6.85115085686325,6.81584210845472,6.78991021372913,6.84973315755322,7.08762602579456,7.05826481767424,7.0458086787207,7.11459658686946,7.14429512491483,6.8569047741772,6.84135809846629,6.9355722909987,7.27196036259495,6.86474471735254,6.77615740615176,6.84131822910697,7.04920278469489,7.05563611418442,7.03582963283122,7.08401309423863,7.16762500547788,7.1397988839569,7.28531963744622,7.02446750694306,7.03346052151073,7.0395210131393,7.27177965945705,6.97321084123147,6.96443921436763,6.97979577402531,6.97649721755901,6.97722370341568,6.96501077462416,6.97755018849102,6.96606752676254,6.98483680434728,6.97745453705145,6.81080276334417,6.97141451859871,6.97770029898187,6.97685138090129
"10",6.93776268712483,6.9791640911431,7.05180859496069,7.08136915396974,6.98173092205945,7.01049405472995,6.94998605126727,6.93373567553759,6.95766673369257,6.87359069731014,6.81101550947639,6.94541419438004,7.0940909196396,7.08376122076796,7.06689780103612,7.08179339665119,6.88427854800387,6.93090124271492,6.88922979339722,6.95669892082579,6.70851045301329,6.69469678678115,6.88236319475415,6.93559255852238,7.04678312419302,7.06963442456176,7.03408493574199,7.07934472900642,6.87472686858831,6.8433077317727,6.94689773244786,7.08943695572477,6.81968120406357,6.66542912892705,6.73435218649144,6.95151511547908,6.89876254895391,6.91345069950424,7.00317983588394,7.02308806255688,7.02936920497352,7.08728265739942,6.79770786542818,6.84362585187139,6.89912872373804,6.97809057989121,6.87862338341469,6.97197216281982,6.97705854417448,6.97556597366319,6.98091419804876,6.99907859295156,6.98199522243716,6.98319402602385,6.99134156904963,6.99615114316409,6.79827545653466,6.97475825093713,6.97643728428763,6.99628343653015
